elapsed,action,code,ip_dst_addr,bytes,method,url
2237,TCP_TUNNEL,200,108.156.184.23,6790,CONNECT,static.adsafeprotected.com:443
2184,TCP_TUNNEL,200,142.250.191.162,1878,CONNECT,pagead2.googlesyndication.com:443
2071,TCP_TUNNEL,200,3.225.218.10,7103,CONNECT,ups.analytics.yahoo.com:443
1692,TCP_TUNNEL,200,75.2.13.80,375,CONNECT,connect-metrics-collector.s-onetag.com:443
2260,TCP_TUNNEL,200,108.156.184.23,94779,CONNECT,static.adsafeprotected.com:443
2077,TCP_TUNNEL,200,54.172.237.109,5855,CONNECT,bpi.rtactivate.com:443
1682,TCP_TUNNEL,200,99.83.161.114,468,CONNECT,receive.wmcdp.io:443
452,TCP_TUNNEL,200,194.213.62.34,3899,CONNECT,bbnaut.ibillboard.com:443
24,TCP_TUNNEL,200,34.117.239.71,39,CONNECT,events-ssc.33across.com:443
3039,TCP_TUNNEL,200,8.251.185.252,3520041,CONNECT,clips-media-ctl.warnermediacdn.com:443
891,TCP_TUNNEL,200,184.31.194.223,1172,CONNECT,eus.rubiconproject.com:443
968,TCP_TUNNEL,200,172.217.5.10,1388,CONNECT,fonts.googleapis.com:443
1125,TCP_TUNNEL,200,192.40.36.238,7095,CONNECT,ssum.casalemedia.com:443
1907,TCP_TUNNEL,200,142.250.190.67,1379,CONNECT,fonts.gstatic.com:443
2327,TCP_TUNNEL,200,68.67.161.182,13109,CONNECT,ib.adnxs.com:443
4328,TCP_TUNNEL,200,54.83.89.193,569,CONNECT,logx.optimizely.com:443
4050,TCP_TUNNEL,200,69.173.151.100,4332,CONNECT,pixel-us-east.rubiconproject.com:443
239,TCP_TUNNEL,200,68.67.161.182,6659,CONNECT,ib.adnxs.com:443
7332,TCP_TUNNEL,200,143.244.208.184,6226,CONNECT,sid.storygize.net:443
275,TCP_TUNNEL,200,38.98.139.151,5883,CONNECT,ads.stickyadstv.com:443
214,TCP_TUNNEL,200,3.231.143.31,4979,CONNECT,7e1d5.v.fwmrm.net:443
196,TCP_TUNNEL,200,38.98.139.151,837,CONNECT,ads.stickyadstv.com:443
918,TCP_TUNNEL,200,68.67.161.182,6819,CONNECT,ib.adnxs.com:443
460,TCP_TUNNEL,200,85.114.159.118,3979,CONNECT,dsp.adfarm1.adition.com:443
197,TCP_TUNNEL,200,38.98.139.151,961,CONNECT,ads.stickyadstv.com:443
6118,TCP_TUNNEL,200,216.200.232.249,1338,CONNECT,sync.mathtag.com:443
197,TCP_TUNNEL,200,38.98.139.151,871,CONNECT,ads.stickyadstv.com:443
385,TCP_TUNNEL,200,193.70.56.179,5420,CONNECT,um.optinadserving.com:443
194,TCP_TUNNEL,200,38.98.139.151,853,CONNECT,ads.stickyadstv.com:443
6447,TCP_TUNNEL,200,35.210.138.51,5200,CONNECT,t.visx.net:443
195,TCP_TUNNEL,200,38.98.139.151,822,CONNECT,ads.stickyadstv.com:443
5671,TCP_TUNNEL,200,35.158.244.96,7116,CONNECT,tracking.m6r.eu:443
196,TCP_TUNNEL,200,38.98.139.151,830,CONNECT,ads.stickyadstv.com:443
8559,TCP_TUNNEL,200,35.211.178.172,5712,CONNECT,x.bidswitch.net:443
197,TCP_TUNNEL,200,38.98.139.151,1016,CONNECT,ads.stickyadstv.com:443
10912,TCP_TUNNEL,200,172.217.2.35,2077,CONNECT,ssl.gstatic.com:443
7906,TCP_TUNNEL,200,37.157.6.254,5834,CONNECT,track.adform.net:443
8244,TCP_TUNNEL,200,35.71.131.137,6307,CONNECT,match.adsrvr.org:443
1559,TCP_TUNNEL,200,169.197.150.8,7241,CONNECT,match.deepintent.com:443
9448,TCP_TUNNEL,200,108.156.184.98,2697,CONNECT,js.adscale.de:443
3055,TCP_TUNNEL,200,108.156.184.109,929,CONNECT,sb.scorecardresearch.com:443
7924,TCP_TUNNEL,200,172.217.4.78,2798,CONNECT,clients4.google.com:443
9563,TCP_TUNNEL,200,67.202.105.22,10779,CONNECT,ssc-cms.33across.com:443
9064,TCP_TUNNEL,200,104.98.89.221,4106,CONNECT,secure-assets.rubiconproject.com:443
8633,TCP_TUNNEL,200,3.225.218.10,7180,CONNECT,ups.analytics.yahoo.com:443
8831,TCP_TUNNEL,200,74.119.119.150,1104,CONNECT,dis.criteo.com:443
2740,TCP_TUNNEL,200,35.244.210.213,8384,CONNECT,freewheel.adhaven.com:443
4750,TCP_TUNNEL,200,34.206.121.29,6098,CONNECT,rtb.gumgum.com:443
221,TCP_TUNNEL,200,104.18.25.173,3298,CONNECT,a.tribalfusion.com:443
8444,TCP_TUNNEL,200,34.117.239.71,6497,CONNECT,events-ssc.33across.com:443
6827,TCP_TUNNEL,200,172.217.2.35,2049,CONNECT,ssl.gstatic.com:443
684,TCP_TUNNEL,200,216.239.32.21,5443,CONNECT,jelly.mdhv.io:443
10078,TCP_TUNNEL,200,35.156.241.245,14054,CONNECT,ih.adscale.de:443
7037,TCP_TUNNEL,200,142.250.191.194,2474,CONNECT,cm.g.doubleclick.net:443
8234,TCP_TUNNEL,200,159.127.42.140,4774,CONNECT,33across-match.dotomi.com:443
9329,TCP_TUNNEL,200,67.202.105.33,11553,CONNECT,de.tynt.com:443
1124,TCP_TUNNEL,200,34.150.170.96,4917,CONNECT,um.simpli.fi:443
10013,TCP_TUNNEL,200,35.186.252.235,5931,CONNECT,dmp.suntcontent.se:443
10000,TCP_TUNNEL,200,151.101.147.5,49753,CONNECT,www.cnn.com:443
10851,TCP_TUNNEL,200,212.77.98.32,21629,CONNECT,std.wpcdn.pl:443
8234,TCP_TUNNEL,200,52.223.22.214,6478,CONNECT,eb2.3lift.com:443
103,TCP_TUNNEL,200,172.98.26.242,4627,CONNECT,s.e-planning.net:443
114,TCP_TUNNEL,200,172.98.26.246,4627,CONNECT,u-iad04.e-planning.net:443
1122,TCP_TUNNEL,200,192.40.36.238,7955,CONNECT,ssum.casalemedia.com:443
2998,TCP_TUNNEL,200,38.98.139.151,850,CONNECT,ads.stickyadstv.com:443
1059,TCP_TUNNEL,200,35.214.153.92,5524,CONNECT,csync.loopme.me:443
1172,TCP_TUNNEL,200,192.40.36.238,7039,CONNECT,ssum-sec.casalemedia.com:443
2820,TCP_TUNNEL,200,8.2.110.134,7582,CONNECT,cs.krushmedia.com:443
1904,TCP_TUNNEL,200,184.31.194.223,1172,CONNECT,eus.rubiconproject.com:443
3231,TCP_TUNNEL,200,68.67.161.182,20144,CONNECT,ib.adnxs.com:443
1619,TCP_TUNNEL,200,199.38.167.130,7875,CONNECT,p.rfihub.com:443
1865,TCP_TUNNEL,200,69.173.151.100,4364,CONNECT,pixel-us-east.rubiconproject.com:443
2084,TCP_TUNNEL,200,52.46.143.56,1060,CONNECT,s.amazon-adsystem.com:443
725,TCP_TUNNEL,200,69.166.1.12,6626,CONNECT,sync.go.sonobi.com:443
1434,TCP_TUNNEL,200,69.90.254.78,10848,CONNECT,ums.acuityplatform.com:443
213,TCP_TUNNEL,200,3.231.143.24,5610,CONNECT,bea4.v.fwmrm.net:443
275,TCP_TUNNEL,200,68.67.161.182,6961,CONNECT,ib.adnxs.com:443
3852,TCP_TUNNEL,200,35.211.178.172,5653,CONNECT,x.bidswitch.net:443
303,TCP_TUNNEL,200,54.83.89.193,569,CONNECT,logx.optimizely.com:443
2209,TCP_TUNNEL,200,172.98.26.246,5696,CONNECT,sync.e-planning.net:443
1295,TCP_TUNNEL,200,34.150.170.96,861,CONNECT,um.simpli.fi:443
1566,TCP_TUNNEL,200,185.167.164.37,909,CONNECT,c1.adform.net:443
2427,TCP_TUNNEL,200,142.250.191.194,2382,CONNECT,cm.g.doubleclick.net:443
1361,TCP_TUNNEL,200,169.197.150.8,7228,CONNECT,match.deepintent.com:443
304,TCP_TUNNEL,200,13.248.140.122,6066,CONNECT,collector.cdp.cnn.com:443
2778,TCP_TUNNEL,200,172.98.26.242,7004,CONNECT,s.e-planning.net:443
2427,TCP_TUNNEL,200,3.220.4.20,6024,CONNECT,match.sharethrough.com:443
2200,TCP_TUNNEL,200,34.202.153.158,943,CONNECT,pr-bh.ybp.yahoo.com:443
484,TCP_TUNNEL,200,172.67.8.174,3655,CONNECT,cdn.connectad.io:443
4101,TCP_TUNNEL,200,198.148.27.140,3437,CONNECT,bh.contextweb.com:443
2231,TCP_TUNNEL,200,34.201.238.83,5859,CONNECT,rtb.adentifi.com:443
3003,TCP_TUNNEL,200,172.98.26.246,6945,CONNECT,ads.us.e-planning.net:443
351,TCP_TUNNEL,200,172.217.4.194,1973,CONNECT,googleads.g.doubleclick.net:443
2432,TCP_TUNNEL,200,172.98.26.246,5696,CONNECT,u-iad04.e-planning.net:443
2759,TCP_TUNNEL,200,205.234.175.175,7342,CONNECT,i.e-planning.net:443
789,TCP_TUNNEL,200,152.199.5.184,12199,CONNECT,ad-cdn.technoratimedia.com:443
14448,TCP_TUNNEL,200,142.250.191.162,2189,CONNECT,pagead2.googlesyndication.com:443
502,TCP_TUNNEL,200,150.136.25.38,4515,CONNECT,sync.technoratimedia.com:443
2841,TCP_TUNNEL,200,104.98.89.221,1088,CONNECT,secure-assets.rubiconproject.com:443
2834,TCP_TUNNEL,200,23.56.12.215,12397,CONNECT,ads.pubmatic.com:443
2506,TCP_TUNNEL,200,52.223.22.214,13814,CONNECT,eb2.3lift.com:443
301,TCP_TUNNEL,200,172.67.8.174,4796,CONNECT,sync-eu.connectad.io:443
154,TCP_TUNNEL,200,52.223.40.198,4585,CONNECT,insight.adsrvr.org:443
153,TCP_TUNNEL,200,35.71.131.137,6343,CONNECT,match.adsrvr.org:443
159,TCP_TUNNEL,200,74.119.119.139,607,CONNECT,gum.criteo.com:443
177,TCP_TUNNEL,200,34.98.64.218,2286,CONNECT,us-u.openx.net:443
163,TCP_TUNNEL,200,34.192.112.4,5938,CONNECT,ad.360yield.com:443
169,TCP_TUNNEL,200,3.225.218.10,7207,CONNECT,ups.analytics.yahoo.com:443
166,TCP_TUNNEL,200,192.40.36.238,7051,CONNECT,ssum-sec.casalemedia.com:443
180,TCP_TUNNEL,200,159.127.42.140,4809,CONNECT,synacor-match.dotomi.com:443
154,TCP_TUNNEL,200,184.31.194.223,1172,CONNECT,eus.rubiconproject.com:443
193,TCP_TUNNEL,200,23.203.40.28,1203,CONNECT,contextual.media.net:443
194,TCP_TUNNEL,200,67.202.105.21,7082,CONNECT,pixel.33across.com:443
206,TCP_TUNNEL,200,51.222.39.186,1850,CONNECT,onetag-sys.com:443
145,TCP_TUNNEL,200,108.156.184.109,976,CONNECT,cm.smadex.com:443
208,TCP_TUNNEL,200,141.226.124.48,528,CONNECT,sync.taboola.com:443
211,TCP_TUNNEL,200,162.210.196.208,6696,CONNECT,sync.aralego.com:443
235,TCP_TUNNEL,200,68.67.178.10,1249,CONNECT,secure.adnxs.com:443
179,TCP_TUNNEL,200,199.127.204.142,5102,CONNECT,sync.1rx.io:443
179,TCP_TUNNEL,200,34.111.8.32,1220,CONNECT,events.bouncex.net:443
184,TCP_TUNNEL,200,8.2.110.206,5790,CONNECT,cs.mobfox.com:443
173,TCP_TUNNEL,200,34.102.163.6,5693,CONNECT,ad.mrtnsvr.com:443
288,TCP_TUNNEL,200,199.127.204.142,6059,CONNECT,sync.1rx.io:443
215,TCP_TUNNEL,200,35.190.60.146,3973,CONNECT,id.rlcdn.com:443
202,TCP_TUNNEL,200,35.190.60.146,3945,CONNECT,idsync.rlcdn.com:443
233,TCP_TUNNEL,200,34.225.12.89,5502,CONNECT,dpm.demdex.net:443
333,TCP_TUNNEL,200,35.211.178.172,6322,CONNECT,x.bidswitch.net:443
342,TCP_TUNNEL,200,23.23.35.108,494,CONNECT,match.prod.bidr.io:443
275,TCP_TUNNEL,200,104.18.101.194,3417,CONNECT,p.adsymptotic.com:443
157,TCP_TUNNEL,200,34.202.153.158,943,CONNECT,pr-bh.ybp.yahoo.com:443
208,TCP_TUNNEL,200,52.0.200.77,6518,CONNECT,i.liadm.com:443
250,TCP_TUNNEL,200,199.187.193.179,4580,CONNECT,sync.smartadserver.com:443
284,TCP_TUNNEL,200,68.67.161.182,6894,CONNECT,ib.adnxs.com:443
235,TCP_TUNNEL,200,74.119.119.150,4302,CONNECT,dis.criteo.com:443
278,TCP_TUNNEL,200,150.136.25.38,6511,CONNECT,sync.technoratimedia.com:443
240,TCP_TUNNEL,200,67.202.105.33,6023,CONNECT,de.tynt.com:443
278,TCP_TUNNEL,200,72.246.22.77,5089,CONNECT,tags.bluekai.com:443
207,TCP_TUNNEL,200,35.211.233.246,5500,CONNECT,a.sportradarserving.com:443
255,TCP_TUNNEL,200,142.250.191.194,2881,CONNECT,cm.g.doubleclick.net:443
114,TCP_TUNNEL,200,150.136.25.38,3204,CONNECT,uat-net.technoratimedia.com:443
120,TCP_TUNNEL,200,150.136.25.38,3204,CONNECT,uat-net.technoratimedia.com:443
249,TCP_TUNNEL,200,8.2.110.134,1195,CONNECT,cs.krushmedia.com:443
316,TCP_TUNNEL,200,68.67.161.182,1238,CONNECT,ib.adnxs.com:443
307,TCP_TUNNEL,200,69.173.151.100,4364,CONNECT,pixel-us-east.rubiconproject.com:443
298,TCP_TUNNEL,200,69.173.151.100,4300,CONNECT,pixel.rubiconproject.com:443
167,TCP_TUNNEL,200,3.216.1.77,535,CONNECT,sync.srv.stackadapt.com:443
176,TCP_TUNNEL,200,8.2.110.206,1347,CONNECT,cs.mobfox.com:443
390,TCP_TUNNEL,200,199.127.204.142,5776,CONNECT,sync.targeting.unrulymedia.com:443
495,TCP_TUNNEL,200,63.33.92.175,5848,CONNECT,s.cpx.to:443
396,TCP_TUNNEL,200,199.127.204.142,5769,CONNECT,sync.targeting.unrulymedia.com:443
231,TCP_TUNNEL,200,35.211.178.172,5876,CONNECT,x.bidswitch.net:443
222,TCP_TUNNEL,200,199.38.167.130,8246,CONNECT,p.rfihub.com:443
282,TCP_TUNNEL,200,52.46.143.56,684,CONNECT,s.amazon-adsystem.com:443
196,TCP_TUNNEL,200,192.40.36.238,7076,CONNECT,ssum-sec.casalemedia.com:443
475,TCP_TUNNEL,200,35.211.178.172,5876,CONNECT,x.bidswitch.net:443
307,TCP_TUNNEL,200,68.67.161.182,7054,CONNECT,ib.adnxs.com:443
176,TCP_TUNNEL,200,8.2.110.206,1169,CONNECT,cs.mobfox.com:443
965,TCP_TUNNEL,200,35.211.178.172,5881,CONNECT,x.bidswitch.net:443
179,TCP_TUNNEL,200,8.2.111.13,6905,CONNECT,cs.iqzone.com:443
219,TCP_TUNNEL,200,52.0.200.77,979,CONNECT,i.liadm.com:443
303,TCP_TUNNEL,200,8.2.110.206,1935,CONNECT,cs.mobfox.com:443
1738,TCP_TUNNEL,200,173.222.111.53,1137,CONNECT,stags.bluekai.com:443
1606,TCP_TUNNEL,200,3.225.218.10,7102,CONNECT,ups.analytics.yahoo.com:443
1757,TCP_TUNNEL,200,52.223.22.214,7530,CONNECT,eb2.3lift.com:443
1047,TCP_TUNNEL,200,162.248.18.34,873,CONNECT,image4.pubmatic.com:443
1515,TCP_TUNNEL,200,35.71.131.137,6579,CONNECT,match.adsrvr.org:443
1550,TCP_TUNNEL,200,34.98.64.218,2822,CONNECT,us-u.openx.net:443
1245,TCP_TUNNEL,200,34.117.239.71,1973,CONNECT,events-ssc.33across.com:443
1273,TCP_TUNNEL,200,108.156.184.87,1545,CONNECT,aa.agkn.com:443
1663,TCP_TUNNEL,200,150.136.25.38,6266,CONNECT,uat-net.technoratimedia.com:443
1523,TCP_TUNNEL,200,67.202.105.22,4750,CONNECT,ssc-cms.33across.com:443
1489,TCP_TUNNEL,200,23.56.12.215,12397,CONNECT,ads.pubmatic.com:443
1445,TCP_TUNNEL,200,150.136.25.38,1571,CONNECT,sync.technoratimedia.com:443
987,TCP_TUNNEL,200,34.111.8.32,1774,CONNECT,events.bouncex.net:443
1713,TCP_TUNNEL,200,35.174.182.96,6282,CONNECT,rtb.adstanding.com:443
1693,TCP_TUNNEL,200,108.156.172.91,3498,CONNECT,live.rezync.com:443
1461,TCP_TUNNEL,200,142.250.191.194,1933,CONNECT,cm.g.doubleclick.net:443
1757,TCP_TUNNEL,200,51.222.39.186,4910,CONNECT,onetag-sys.com:443
1828,TCP_TUNNEL,200,192.184.69.201,872,CONNECT,cms.quantserve.com:443
1572,TCP_TUNNEL,200,107.178.254.65,2981,CONNECT,pippio.com:443
1297,TCP_TUNNEL,200,8.28.7.82,1382,CONNECT,image8.pubmatic.com:443
1304,TCP_TUNNEL,200,34.111.113.62,1610,CONNECT,pixel.tapad.com:443
1268,TCP_TUNNEL,200,34.117.239.71,5662,CONNECT,cms-xch-chicago.33across.com:443
1515,TCP_TUNNEL,200,207.198.113.89,6018,CONNECT,pixel-sync.sitescout.com:443
2658,TCP_TUNNEL,200,3.231.143.24,5330,CONNECT,bea4.v.fwmrm.net:443
600,TCP_TUNNEL,200,52.41.135.140,5509,CONNECT,console.us-west-1.cdp.cloudera.com:443
2334,TCP_TUNNEL,200,54.83.89.193,569,CONNECT,logx.optimizely.com:443
3462,TCP_TUNNEL,200,52.46.143.56,1060,CONNECT,s.amazon-adsystem.com:443
733,TCP_TUNNEL,200,68.67.153.61,11220,CONNECT,prebid.adnxs.com:443
1279,TCP_TUNNEL,200,199.127.204.142,717,CONNECT,sync.1rx.io:443
1078,TCP_TUNNEL,200,199.127.204.142,839,CONNECT,sync.targeting.unrulymedia.com:443
2609,TCP_TUNNEL,200,172.217.0.162,2113,CONNECT,ade.googlesyndication.com:443
3687,TCP_TUNNEL,200,35.163.122.238,1093,CONNECT,dt.adsafeprotected.com:443
3422,TCP_TUNNEL,200,172.217.4.78,2618,CONNECT,clients4.google.com:443
2978,TCP_TUNNEL,200,108.156.184.109,930,CONNECT,sb.scorecardresearch.com:443
2480,TCP_TUNNEL,200,99.83.181.31,5901,CONNECT,signal-metrics-collector-beta.s-onetag.com:443
4621,TCP_TUNNEL,200,64.247.193.132,6653,CONNECT,sync.colossusssp.com:443
2464,TCP_TUNNEL,200,13.248.140.122,6095,CONNECT,collector.cdp.cnn.com:443
2669,TCP_TUNNEL,200,35.163.122.238,576,CONNECT,dt.adsafeprotected.com:443
2874,TCP_TUNNEL,200,52.223.40.198,4714,CONNECT,insight.adsrvr.org:443
2768,TCP_TUNNEL,200,63.140.38.139,4175,CONNECT,smetrics.cnn.com:443
2480,TCP_TUNNEL,200,99.83.161.114,468,CONNECT,receive.wmcdp.io:443
2890,TCP_TUNNEL,200,34.111.8.32,1220,CONNECT,events.bouncex.net:443
488,TCP_TUNNEL,200,172.64.207.35,17356,CONNECT,s.0cf.io:443
2110,TCP_TUNNEL,200,31.13.66.35,56617,CONNECT,www.facebook.com:443
2874,TCP_TUNNEL,200,23.23.250.92,635,CONNECT,unified.adsafeprotected.com:443
5474,TCP_TUNNEL,200,34.111.8.32,20555,CONNECT,cnn.bounceexchange.com:443
2507,TCP_TUNNEL,200,68.67.161.182,23774,CONNECT,ib.adnxs.com:443
164,TCP_TUNNEL,200,172.217.4.74,1388,CONNECT,fonts.googleapis.com:443
210,TCP_TUNNEL,200,69.175.41.32,6976,CONNECT,ap.lijit.com:443
435,TCP_TUNNEL,200,68.67.161.182,7189,CONNECT,ib.adnxs.com:443
225,TCP_TUNNEL,200,192.40.36.238,7085,CONNECT,ssum.casalemedia.com:443
289,TCP_TUNNEL,200,199.187.193.179,4632,CONNECT,ssbsync-global.smartadserver.com:443
201,TCP_TUNNEL,200,142.250.190.67,1379,CONNECT,fonts.gstatic.com:443
653,TCP_TUNNEL,200,199.127.204.142,706,CONNECT,sync.1rx.io:443
219,TCP_TUNNEL,200,68.67.161.182,7302,CONNECT,ib.adnxs.com:443
411,TCP_TUNNEL,200,68.67.153.61,11093,CONNECT,prebid.adnxs.com:443
1001,TCP_TUNNEL,200,69.166.1.12,997,CONNECT,sync.go.sonobi.com:443
1136,TCP_TUNNEL,200,216.200.232.249,4283,CONNECT,sync.mathtag.com:443
188,TCP_TUNNEL,200,54.83.89.193,569,CONNECT,logx.optimizely.com:443
974,TCP_TUNNEL,200,199.127.204.142,842,CONNECT,sync.targeting.unrulymedia.com:443
188,TCP_TUNNEL,200,54.83.89.193,569,CONNECT,logx.optimizely.com:443
1247,TCP_TUNNEL,200,35.186.253.211,4352,CONNECT,rtb.openx.net:443
1261,TCP_TUNNEL,200,3.225.218.10,7242,CONNECT,ups.analytics.yahoo.com:443
1262,TCP_TUNNEL,200,18.221.100.6,6983,CONNECT,ads.servenobid.com:443
1254,TCP_TUNNEL,200,8.28.7.82,1303,CONNECT,image8.pubmatic.com:443
1262,TCP_TUNNEL,200,104.119.184.25,5394,CONNECT,hbx.media.net:443
1254,TCP_TUNNEL,200,147.28.129.37,1026,CONNECT,prebid.a-mo.net:443
1261,TCP_TUNNEL,200,3.220.4.20,526,CONNECT,match.sharethrough.com:443
1262,TCP_TUNNEL,200,159.127.42.137,4833,CONNECT,prebid-match.dotomi.com:443
994,TCP_TUNNEL,200,162.248.18.34,668,CONNECT,image4.pubmatic.com:443
1000,TCP_TUNNEL,200,52.209.226.44,6281,CONNECT,ad.audiencemanager.de:443
1212,TCP_TUNNEL,200,34.111.8.32,1390,CONNECT,events.bouncex.net:443
1423,TCP_TUNNEL,200,52.223.22.214,6097,CONNECT,eb2.3lift.com:443
1112,TCP_TUNNEL,200,172.64.207.35,29827,CONNECT,s.0cf.io:443
1256,TCP_TUNNEL,200,67.202.105.22,993,CONNECT,ssc-cms.33across.com:443
1236,TCP_TUNNEL,200,142.250.191.162,1878,CONNECT,pagead2.googlesyndication.com:443
305,TCP_TUNNEL,200,144.126.248.223,5324,CONNECT,x.videobyte.com:443
1025,TCP_TUNNEL,200,172.67.8.174,2918,CONNECT,sync-eu.connectad.io:443
1466,TCP_TUNNEL,200,44.213.234.195,5074,CONNECT,prebid-server.rubiconproject.com:443
1257,TCP_TUNNEL,200,34.206.121.29,714,CONNECT,rtb.gumgum.com:443
1282,TCP_TUNNEL,200,172.67.8.174,1706,CONNECT,cdn.connectad.io:443
1499,TCP_TUNNEL,200,3.134.50.35,6176,CONNECT,rtb.gamoshi.io:443
1453,TCP_TUNNEL,200,35.71.131.137,6295,CONNECT,match.adsrvr.org:443
1255,TCP_TUNNEL,200,198.148.27.140,1302,CONNECT,bh.contextweb.com:443
2057,TCP_TUNNEL,200,68.67.161.182,21438,CONNECT,ib.adnxs.com:443
161,TCP_TUNNEL,200,184.31.194.223,1172,CONNECT,eus.rubiconproject.com:443
242,TCP_TUNNEL,200,52.46.143.56,1060,CONNECT,s.amazon-adsystem.com:443
1319,TCP_TUNNEL,200,8.2.110.24,719,CONNECT,sync.admanmedia.com:443
341,TCP_TUNNEL,200,69.173.151.100,4364,CONNECT,pixel.rubiconproject.com:443
397,TCP_TUNNEL,200,69.173.151.100,4348,CONNECT,pixel.rubiconproject.com:443
1167,TCP_TUNNEL,200,192.40.36.238,8562,CONNECT,ssum-sec.casalemedia.com:443
2788,TCP_TUNNEL,200,99.83.161.114,684,CONNECT,receive.wmcdp.io:443
2788,TCP_TUNNEL,200,142.250.191.162,13226,CONNECT,pagead2.googlesyndication.com:443
2610,TCP_TUNNEL,200,159.127.42.137,568,CONNECT,prebid-match.dotomi.com:443
1805,TCP_TUNNEL,200,172.64.207.35,1889,CONNECT,s.0cf.io:443
1192,TCP_TUNNEL,200,34.98.64.218,1242,CONNECT,us-u.openx.net:443
516,TCP_TUNNEL,200,8.28.7.82,1306,CONNECT,image8.pubmatic.com:443
979,TCP_TUNNEL,200,108.156.172.95,9441,CONNECT,usr.undertone.com:443
979,TCP_TUNNEL,200,3.225.218.10,9322,CONNECT,ups.analytics.yahoo.com:443
784,TCP_TUNNEL,200,142.250.191.194,2382,CONNECT,cm.g.doubleclick.net:443
1385,TCP_TUNNEL,200,108.156.184.84,9420,CONNECT,cdn.undertone.com:443
1191,TCP_TUNNEL,200,104.98.89.221,859,CONNECT,secure-assets.rubiconproject.com:443
2787,TCP_TUNNEL,200,74.119.119.139,673,CONNECT,gum.criteo.com:443
2754,TCP_TUNNEL,200,3.231.65.19,5045,CONNECT,mabping.chartbeat.net:443
797,TCP_TUNNEL,200,35.71.131.137,6364,CONNECT,match.adsrvr.org:443
2474,TCP_TUNNEL,200,172.217.0.164,2974,CONNECT,www.google.com:443
973,TCP_TUNNEL,200,35.186.194.58,1167,CONNECT,rs.fullstory.com:443
269,TCP_TUNNEL,200,162.248.18.34,683,CONNECT,image4.pubmatic.com:443
365,TCP_TUNNEL,200,207.198.113.89,5862,CONNECT,pixel-sync.sitescout.com:443
2324,TCP_TUNNEL,200,107.178.241.34,5935,CONNECT,dmp.nativendo.de:443
990,TCP_TUNNEL,200,34.202.153.158,972,CONNECT,pr-bh.ybp.yahoo.com:443
2373,TCP_TUNNEL,200,142.250.191.193,1568,CONNECT,tpc.googlesyndication.com:443
1197,TCP_TUNNEL,200,3.225.218.10,5438,CONNECT,pixel.advertising.com:443
1319,TCP_TUNNEL,200,142.250.191.202,1835,CONNECT,signaler-pa.clients6.google.com:443
2759,TCP_TUNNEL,200,52.5.108.107,4271,CONNECT,ping.chartbeat.net:443
1891,TCP_TUNNEL,200,172.64.196.2,4537,CONNECT,dblksync.dblks.net:443
2215,TCP_TUNNEL,200,142.250.191.162,1914,CONNECT,pagead2.googlesyndication.com:443
5124,TCP_TUNNEL,200,54.91.22.119,5120,CONNECT,www.summerhamster.com:443
11427,TCP_TUNNEL,200,68.67.161.182,15261,CONNECT,ib.adnxs.com:443
10054,TCP_TUNNEL,200,172.217.0.164,414,CONNECT,www.google.com:443
60118,TCP_TUNNEL,200,52.0.139.145,746,CONNECT,beacon.krxd.net:443
60120,TCP_TUNNEL,200,54.163.114.10,6428,CONNECT,aorta.clickagy.com:443
60133,TCP_TUNNEL,200,169.197.150.8,7287,CONNECT,match.deepintent.com:443
63603,TCP_TUNNEL,200,34.225.12.89,1184,CONNECT,dpm.demdex.net:443
65151,TCP_TUNNEL,200,35.211.178.172,5686,CONNECT,x.bidswitch.net:443
5591,TCP_TUNNEL,200,34.176.4.59,5169,CONNECT,e2cs55.gcp.gvt2.com:443
10047,TCP_TUNNEL,200,172.217.0.164,414,CONNECT,www.google.com:443
