elapsed,action,code,ip_dst_addr,bytes,method,url
87934,TCP_TUNNEL,200,199.127.193.108,8472,CONNECT,a6709203f34992a5095d2bc7ceaf2ec504f651a8.cws.conviva.com:443
210,TCP_TUNNEL,200,3.231.143.24,5610,CONNECT,bea4.v.fwmrm.net:443
95484,TCP_TUNNEL,200,52.41.135.140,2161,CONNECT,console.us-west-1.cdp.cloudera.com:443
95501,TCP_TUNNEL,200,52.41.135.140,2799,CONNECT,console.us-west-1.cdp.cloudera.com:443
95907,TCP_TUNNEL,200,52.41.135.140,1284,CONNECT,console.us-west-1.cdp.cloudera.com:443
96454,TCP_TUNNEL,200,52.41.135.140,1922,CONNECT,console.us-west-1.cdp.cloudera.com:443
96467,TCP_TUNNEL,200,52.41.135.140,5079,CONNECT,console.us-west-1.cdp.cloudera.com:443
1514,TCP_TUNNEL,200,34.235.56.197,5875,CONNECT,logx.optimizely.com:443
71105,TCP_TUNNEL,200,172.67.8.174,2888,CONNECT,sync-eu.connectad.io:443
82348,TCP_TUNNEL,200,172.253.63.94,7044,CONNECT,beacons.gcp.gvt2.com:443
70777,TCP_TUNNEL,200,68.67.153.61,11093,CONNECT,prebid.adnxs.com:443
90527,TCP_TUNNEL,200,172.217.2.35,2545,CONNECT,ssl.gstatic.com:443
95446,TCP_TUNNEL,200,108.156.172.66,3910,CONNECT,mms.cnn.com:443
97466,TCP_TUNNEL,200,52.5.108.107,5314,CONNECT,ping.chartbeat.net:443
25055,TCP_TUNNEL,200,142.250.191.174,3171,CONNECT,play.google.com:443
976,TCP_TUNNEL,200,34.111.8.32,1605,CONNECT,events.bouncex.net:443
46284,TCP_TUNNEL,200,35.186.194.58,1617,CONNECT,rs.fullstory.com:443
12288,TCP_TUNNEL,200,151.101.147.5,918,CONNECT,data.cnn.com:443
4999,TCP_TUNNEL,200,142.250.190.131,2077,CONNECT,ssl.gstatic.com:443
1585,TCP_TUNNEL,200,142.250.190.98,2026,CONNECT,googleads.g.doubleclick.net:443
97461,TCP_TUNNEL,200,108.156.184.109,2798,CONNECT,sb.scorecardresearch.com:443
100402,TCP_TUNNEL,200,104.114.164.133,6071,CONNECT,cw.addthis.com:443
96509,TCP_TUNNEL,200,3.222.33.104,2352,CONNECT,track.dictionary.com:443
93351,TCP_TUNNEL,200,172.217.4.78,6560,CONNECT,clients4.google.com:443
100161,TCP_TUNNEL,200,72.246.22.77,1047,CONNECT,tags.bluekai.com:443
99526,TCP_TUNNEL,200,142.250.191.162,4605,CONNECT,pagead2.googlesyndication.com:443
984,TCP_TUNNEL,200,34.111.8.32,11023,CONNECT,cnn.bounceexchange.com:443
1552,TCP_TUNNEL,200,13.248.140.122,6067,CONNECT,collector.cdp.cnn.com:443
9121,TCP_TUNNEL,200,142.250.191.163,2379,CONNECT,beacons.gvt2.com:443
99961,TCP_TUNNEL,200,35.190.60.146,3962,CONNECT,idsync.rlcdn.com:443
36300,TCP_TUNNEL,200,142.250.190.5,38629,CONNECT,mail.google.com:443
39744,TCP_TUNNEL,200,142.250.191.202,1835,CONNECT,signaler-pa.clients6.google.com:443
5800,TCP_TUNNEL,200,3.231.143.24,4884,CONNECT,bea4.v.fwmrm.net:443
6370,TCP_TUNNEL,200,8.251.199.252,849104,CONNECT,clips-media-ctl.warnermediacdn.com:443
5856,TCP_TUNNEL,200,34.235.56.197,569,CONNECT,logx.optimizely.com:443
1010,TCP_TUNNEL,200,142.250.190.131,1373,CONNECT,ssl.gstatic.com:443
1027,TCP_TUNNEL,200,142.250.191.163,1373,CONNECT,www.gstatic.com:443
125,TCP_TUNNEL,200,151.101.130.217,5002,CONNECT,browser.sentry-cdn.com:443
877,TCP_TUNNEL,200,172.217.5.2,1388,CONNECT,adservice.google.com:443
794,TCP_TUNNEL,200,108.156.172.58,6872,CONNECT,audience.zeustechnology.com:443
902,TCP_TUNNEL,200,151.101.2.217,5002,CONNECT,js.sentry-cdn.com:443
902,TCP_TUNNEL,200,142.250.191.206,1400,CONNECT,www.google-analytics.com:443
896,TCP_TUNNEL,200,142.250.190.136,1400,CONNECT,www.googletagmanager.com:443
1187,TCP_TUNNEL,200,104.98.85.192,6218,CONNECT,www.washingtonpost.com:443
6271,TCP_TUNNEL,200,3.85.58.17,4529,CONNECT,ping.chartbeat.net:443
6767,TCP_TUNNEL,200,99.83.181.31,5800,CONNECT,signal-metrics-collector-beta.s-onetag.com:443
2131,TCP_TUNNEL,200,142.250.191.194,1878,CONNECT,pagead2.googlesyndication.com:443
6137,TCP_TUNNEL,200,172.217.2.46,67791,CONNECT,encrypted-tbn0.gstatic.com:443
6545,TCP_TUNNEL,200,172.217.1.106,3306,CONNECT,appsitemsuggest-pa.googleapis.com:443
3288,TCP_TUNNEL,200,142.250.190.131,2049,CONNECT,ssl.gstatic.com:443
2177,TCP_TUNNEL,200,142.250.191.206,16882,CONNECT,ogs.google.com:443
6065,TCP_TUNNEL,200,172.253.63.94,2391,CONNECT,beacons.gcp.gvt2.com:443
6758,TCP_TUNNEL,200,99.83.161.114,468,CONNECT,receive.wmcdp.io:443
788,TCP_TUNNEL,200,151.101.2.217,6604,CONNECT,js.sentry-cdn.com:443
1200,TCP_TUNNEL,200,172.217.2.42,2574,CONNECT,optimizationguide-pa.googleapis.com:443
758,TCP_TUNNEL,200,172.217.2.46,2812,CONNECT,clients4.google.com:443
3037,TCP_TUNNEL,200,142.250.190.46,2361,CONNECT,google.com:443
6712,TCP_TUNNEL,200,13.248.140.122,6067,CONNECT,collector.cdp.cnn.com:443
6686,TCP_TUNNEL,200,172.217.0.161,2631013,CONNECT,lh5.googleusercontent.com:443
6510,TCP_TUNNEL,200,172.217.0.162,1940,CONNECT,ade.googlesyndication.com:443
6712,TCP_TUNNEL,200,172.217.0.164,67252,CONNECT,www.google.com:443
5628,TCP_TUNNEL,200,172.217.2.42,5296,CONNECT,cloudsearch.googleapis.com:443
8093,TCP_TUNNEL,200,52.223.40.198,4714,CONNECT,insight.adsrvr.org:443
794,TCP_TUNNEL,200,72.247.63.24,54131,CONNECT,s.go-mpulse.net:443
6259,TCP_TUNNEL,200,34.111.8.32,10686,CONNECT,cnn.bounceexchange.com:443
6254,TCP_TUNNEL,200,34.111.8.32,1606,CONNECT,events.bouncex.net:443
86,TCP_TUNNEL,200,104.98.85.192,5644,CONNECT,subscribe.washingtonpost.com:443
91,TCP_TUNNEL,200,23.66.127.153,3694,CONNECT,newsletters.washingtonpost.com:443
72,TCP_TUNNEL,200,23.66.127.153,3694,CONNECT,newsletters.washingtonpost.com:443
91,TCP_TUNNEL,200,23.66.127.153,3694,CONNECT,newsletters.washingtonpost.com:443
72,TCP_TUNNEL,200,23.66.127.153,3694,CONNECT,newsletters.washingtonpost.com:443
1698,TCP_TUNNEL,200,23.66.127.153,17722,CONNECT,newsletters.washingtonpost.com:443
743,TCP_TUNNEL,200,172.217.4.34,169557,CONNECT,securepubads.g.doubleclick.net:443
738,TCP_TUNNEL,200,108.156.164.236,57227,CONNECT,c.amazon-adsystem.com:443
748,TCP_TUNNEL,200,108.156.172.58,6872,CONNECT,audience.zeustechnology.com:443
602,TCP_TUNNEL,200,34.107.254.252,5731,CONNECT,api.permutive.com:443
142,TCP_TUNNEL,200,108.156.178.140,6910,CONNECT,d2p9l91d5g68ru.cloudfront.net:443
288,TCP_TUNNEL,200,108.156.164.14,25917,CONNECT,static.chartbeat.com:443
299,TCP_TUNNEL,200,108.156.184.109,3423,CONNECT,sb.scorecardresearch.com:443
754,TCP_TUNNEL,200,74.119.119.131,41184,CONNECT,static.criteo.net:443
607,TCP_TUNNEL,200,34.107.254.252,6023,CONNECT,api.permutive.com:443
2917,TCP_TUNNEL,200,104.98.85.192,2471920,CONNECT,www.washingtonpost.com:443
1431,TCP_TUNNEL,200,172.217.0.164,31085,CONNECT,www.google.com:443
1427,TCP_TUNNEL,200,142.250.190.110,55348,CONNECT,www.googleoptimize.com:443
749,TCP_TUNNEL,200,151.101.146.217,57997,CONNECT,scripts.webcontentassessor.com:443
1427,TCP_TUNNEL,200,142.250.190.136,201969,CONNECT,www.googletagmanager.com:443
665,TCP_TUNNEL,200,142.250.191.163,174939,CONNECT,www.gstatic.com:443
264,TCP_TUNNEL,200,142.250.191.206,22409,CONNECT,www.google-analytics.com:443
1422,TCP_TUNNEL,200,104.16.126.175,6415,CONNECT,unpkg.com:443
1386,TCP_TUNNEL,200,93.184.216.86,15867,CONNECT,g.3gl.net:443
171,TCP_TUNNEL,200,108.156.164.236,3656,CONNECT,c.amazon-adsystem.com:443
1711,TCP_TUNNEL,200,104.18.0.175,110014,CONNECT,5f1f2661-22d4-401c-9c10-4d7647fb6edc.edge.permutive.app:443
1721,TCP_TUNNEL,200,104.98.85.192,11705,CONNECT,subscribe.washingtonpost.com:443
618,TCP_TUNNEL,200,104.19.149.54,4259,CONNECT,cdn.permutive.com:443
886,TCP_TUNNEL,200,184.26.152.48,3737,CONNECT,c.go-mpulse.net:443
1127,TCP_TUNNEL,200,35.211.165.199,5704,CONNECT,grid.bidswitch.net:443
1126,TCP_TUNNEL,200,68.67.161.182,10624,CONNECT,ib.adnxs.com:443
643,TCP_TUNNEL,200,209.54.182.161,2785,CONNECT,s.amazon-adsystem.com:443
828,TCP_TUNNEL,200,172.217.4.65,9096,CONNECT,9234602f55ac30855122275dde6f96aa.safeframe.googlesyndication.com:443
1457,TCP_TUNNEL,200,108.156.187.204,1573,CONNECT,aax.amazon-adsystem.com:443
647,TCP_TUNNEL,200,23.56.12.215,6344,CONNECT,ads.pubmatic.com:443
1297,TCP_TUNNEL,200,104.98.85.192,79939,CONNECT,www.washingtonpost.com:443
962,TCP_TUNNEL,200,108.156.184.23,7770,CONNECT,static.adsafeprotected.com:443
263,TCP_TUNNEL,200,13.68.172.251,5903,CONNECT,r.3gl.net:443
1232,TCP_TUNNEL,200,74.119.119.131,1110,CONNECT,static.criteo.net:443
1445,TCP_TUNNEL,200,35.71.131.137,4807,CONNECT,match.adsrvr.org:443
1023,TCP_TUNNEL,200,172.217.0.164,3775,CONNECT,www.google.com:443
1426,TCP_TUNNEL,200,69.173.151.99,8938,CONNECT,fastlane.rubiconproject.com:443
1152,TCP_TUNNEL,200,142.250.123.157,6476,CONNECT,stats.g.doubleclick.net:443
1445,TCP_TUNNEL,200,74.119.119.129,922,CONNECT,bidder.criteo.com:443
1567,TCP_TUNNEL,200,151.101.146.202,1741,CONNECT,mab.chartbeat.com:443
1671,TCP_TUNNEL,200,172.217.4.34,2257,CONNECT,securepubads.g.doubleclick.net:443
1268,TCP_TUNNEL,200,172.217.4.42,1892,CONNECT,content-autofill.googleapis.com:443
258,TCP_TUNNEL,200,142.250.191.194,13424,CONNECT,pagead2.googlesyndication.com:443
1408,TCP_TUNNEL,200,142.250.191.206,2124,CONNECT,www.google-analytics.com:443
1427,TCP_TUNNEL,200,104.18.25.185,3730,CONNECT,htlb.casalemedia.com:443
1432,TCP_TUNNEL,200,104.36.115.111,4702,CONNECT,hbopenbid.pubmatic.com:443
1022,TCP_TUNNEL,200,142.250.191.99,23981,CONNECT,fonts.gstatic.com:443
875,TCP_TUNNEL,200,172.217.5.2,2090,CONNECT,adservice.google.com:443
1427,TCP_TUNNEL,200,35.244.159.8,4834,CONNECT,washingtonpost-d.openx.net:443
1376,TCP_TUNNEL,200,3.231.65.19,1564,CONNECT,mabping.chartbeat.net:443
1506,TCP_TUNNEL,200,3.85.58.17,532,CONNECT,ping.chartbeat.net:443
258,TCP_TUNNEL,200,74.119.119.139,10254,CONNECT,gum.criteo.com:443
1488,TCP_TUNNEL,200,142.250.191.163,198394,CONNECT,www.gstatic.com:443
795,TCP_TUNNEL,200,34.107.254.252,7500,CONNECT,api.permutive.com:443
1445,TCP_TUNNEL,200,52.204.187.108,6725,CONNECT,pixel.adsafeprotected.com:443
1130,TCP_TUNNEL,200,192.40.36.238,7107,CONNECT,dsum.casalemedia.com:443
5730,TCP_TUNNEL,200,199.127.194.108,6432,CONNECT,a6709203f34992a5095d2bc7ceaf2ec504f651a8.cws.conviva.com:443
15925,TCP_TUNNEL,200,52.41.135.140,2161,CONNECT,console.us-west-1.cdp.cloudera.com:443
13120,TCP_TUNNEL,200,52.41.135.140,734,CONNECT,console.us-west-1.cdp.cloudera.com:443
13173,TCP_TUNNEL,200,52.41.135.140,1372,CONNECT,console.us-west-1.cdp.cloudera.com:443
13177,TCP_TUNNEL,200,52.41.135.140,1385,CONNECT,console.us-west-1.cdp.cloudera.com:443
13187,TCP_TUNNEL,200,52.41.135.140,734,CONNECT,console.us-west-1.cdp.cloudera.com:443
403,TCP_TUNNEL,200,151.101.145.164,4443,CONNECT,www.nytimes.com:443
23288,TCP_TUNNEL,200,142.250.191.206,1773,CONNECT,www.google-analytics.com:443
1057,TCP_TUNNEL,200,142.250.190.97,9716,CONNECT,drive-thirdparty.googleusercontent.com:443
24396,TCP_TUNNEL,200,34.202.153.158,943,CONNECT,pr-bh.ybp.yahoo.com:443
19072,TCP_TUNNEL,200,3.85.58.17,1306,CONNECT,ping.chartbeat.net:443
25087,TCP_TUNNEL,200,34.107.254.252,1325,CONNECT,api.permutive.com:443
419,TCP_TUNNEL,200,172.217.2.42,2403,CONNECT,optimizationguide-pa.googleapis.com:443
26617,TCP_TUNNEL,200,172.217.0.164,60070,CONNECT,www.google.com:443
1958,TCP_TUNNEL,200,172.217.1.106,3234,CONNECT,appsitemsuggest-pa.googleapis.com:443
419,TCP_TUNNEL,200,151.101.145.164,167247,CONNECT,www.nytimes.com:443
2218,TCP_TUNNEL,200,142.250.190.131,2049,CONNECT,ssl.gstatic.com:443
1245,TCP_TUNNEL,200,172.217.2.46,26236,CONNECT,encrypted-tbn0.gstatic.com:443
24602,TCP_TUNNEL,200,8.28.7.82,767,CONNECT,image8.pubmatic.com:443
26683,TCP_TUNNEL,200,104.98.85.192,25466,CONNECT,www.washingtonpost.com:443
26683,TCP_TUNNEL,200,142.250.191.161,86105,CONNECT,tpc.googlesyndication.com:443
2187,TCP_TUNNEL,200,142.250.191.174,2216,CONNECT,play.google.com:443
27579,TCP_TUNNEL,200,172.217.4.34,13419,CONNECT,securepubads.g.doubleclick.net:443
13215,TCP_TUNNEL,200,52.3.161.2,6733,CONNECT,track.dictionary.com:443
14644,TCP_TUNNEL,200,142.250.191.202,1835,CONNECT,signaler-pa.clients6.google.com:443
213,TCP_TUNNEL,200,151.101.145.164,15351,CONNECT,g1.nyt.com:443
2188,TCP_TUNNEL,200,3.225.248.135,5925,CONNECT,metrics.zeustechnology.com:443
24602,TCP_TUNNEL,200,34.98.64.218,1321,CONNECT,us-u.openx.net:443
26623,TCP_TUNNEL,200,142.250.191.97,115497,CONNECT,cdn.ampproject.org:443
26240,TCP_TUNNEL,200,142.250.191.194,17917,CONNECT,pagead2.googlesyndication.com:443
16,TCP_TUNNEL,200,151.101.145.164,39,CONNECT,static01.nyt.com:443
33,TCP_TUNNEL,200,151.101.145.164,39,CONNECT,static01.nyt.com:443
16,TCP_TUNNEL,200,151.101.145.164,39,CONNECT,static01.nyt.com:443
45,TCP_TUNNEL,200,151.101.145.164,39,CONNECT,static01.nyt.com:443
290,TCP_TUNNEL,200,108.156.172.86,65704,CONNECT,dd.nytimes.com:443
1234,TCP_TUNNEL,200,151.101.145.164,1811964,CONNECT,vp.nyt.com:443
474,TCP_TUNNEL,200,104.98.85.192,1714,CONNECT,www.washingtonpost.com:443
289,TCP_TUNNEL,200,108.156.184.109,833,CONNECT,sb.scorecardresearch.com:443
349,TCP_TUNNEL,200,172.217.5.2,2092,CONNECT,adservice.google.com:443
1330,TCP_TUNNEL,200,142.250.190.136,159376,CONNECT,www.googletagmanager.com:443
329,TCP_TUNNEL,200,172.217.4.65,9096,CONNECT,b5c3178017509aaa346069d6767d01ae.safeframe.googlesyndication.com:443
984,TCP_TUNNEL,200,108.156.164.236,3673,CONNECT,c.amazon-adsystem.com:443
827,TCP_TUNNEL,200,54.146.214.56,54360,CONNECT,tlx.3lift.com:443
1329,TCP_TUNNEL,200,108.156.184.4,132111,CONNECT,rumcdn.geoedge.be:443
1329,TCP_TUNNEL,200,108.156.164.236,57243,CONNECT,c.amazon-adsystem.com:443
823,TCP_TUNNEL,200,69.173.151.99,19751,CONNECT,fastlane.rubiconproject.com:443
1233,TCP_TUNNEL,200,151.101.145.164,10998,CONNECT,static01.nytimes.com:443
1233,TCP_TUNNEL,200,151.101.145.164,235188,CONNECT,g1.nyt.com:443
801,TCP_TUNNEL,200,172.217.4.34,2151,CONNECT,securepubads.g.doubleclick.net:443
1427,TCP_TUNNEL,200,151.101.145.164,370286,CONNECT,static01.nyt.com:443
1103,TCP_TUNNEL,200,151.101.145.164,6423,CONNECT,samizdat-graphql.nytimes.com:443
828,TCP_TUNNEL,200,34.98.64.218,4713,CONNECT,nytimes-d.openx.net:443
20489,TCP_TUNNEL,200,172.217.2.46,3772,CONNECT,clients4.google.com:443
1347,TCP_TUNNEL,200,52.3.42.214,6291,CONNECT,als-svc.nytimes.com:443
1358,TCP_TUNNEL,200,52.3.42.214,6056,CONNECT,a.et.nytimes.com:443
1354,TCP_TUNNEL,200,151.101.145.164,5374,CONNECT,samizdat-graphql.nytimes.com:443
827,TCP_TUNNEL,200,34.107.148.139,5389,CONNECT,prebid.media.net:443
93,TCP_TUNNEL,200,151.101.145.164,4443,CONNECT,a1.nyt.com:443
95,TCP_TUNNEL,200,151.101.145.164,4185,CONNECT,mwcm.nyt.com:443
332,TCP_TUNNEL,200,108.156.172.86,8093,CONNECT,dd.nytimes.com:443
298,TCP_TUNNEL,200,151.101.145.164,24678,CONNECT,a1.nyt.com:443
1316,TCP_TUNNEL,200,151.101.145.164,5750,CONNECT,content.api.nytimes.com:443
912,TCP_TUNNEL,200,3.85.58.17,532,CONNECT,ping.chartbeat.net:443
2171,TCP_TUNNEL,200,68.67.161.182,7726,CONNECT,ib.adnxs.com:443
568,TCP_TUNNEL,200,142.250.191.98,53046,CONNECT,www.googletagservices.com:443
2327,TCP_TUNNEL,200,108.156.187.204,6771,CONNECT,aax.amazon-adsystem.com:443
652,TCP_TUNNEL,200,142.250.190.131,2073,CONNECT,ssl.gstatic.com:443
298,TCP_TUNNEL,200,52.223.40.198,6073,CONNECT,insight.adsrvr.org:443
310,TCP_TUNNEL,200,108.156.164.14,15717,CONNECT,static.chartbeat.com:443
1161,TCP_TUNNEL,200,151.101.145.164,3778,CONNECT,samizdat-graphql.nytimes.com:443
2579,TCP_TUNNEL,200,172.217.4.34,181132,CONNECT,securepubads.g.doubleclick.net:443
623,TCP_TUNNEL,200,151.101.145.164,388191,CONNECT,static01.nyt.com:443
2674,TCP_TUNNEL,200,151.101.145.164,749630,CONNECT,www.nytimes.com:443
1305,TCP_TUNNEL,200,44.211.112.71,6731,CONNECT,a.nytimes.com:443
647,TCP_TUNNEL,200,44.211.112.71,6443,CONNECT,meter-svc.nytimes.com:443
573,TCP_TUNNEL,200,142.250.191.161,8456,CONNECT,tpc.googlesyndication.com:443
1312,TCP_TUNNEL,200,52.3.42.214,5449,CONNECT,purr.nytimes.com:443
291,TCP_TUNNEL,200,172.67.72.66,26804,CONNECT,cdn.brandmetrics.com:443
8164,TCP_TUNNEL,200,20.40.202.2,6672,CONNECT,collector.brandmetrics.com:443
8298,TCP_TUNNEL,200,20.40.202.2,7235,CONNECT,collector.brandmetrics.com:443
2455,TCP_TUNNEL,200,52.41.135.140,184,CONNECT,console.us-west-1.cdp.cloudera.com:443
8810,TCP_TUNNEL,200,151.101.145.164,73198,CONNECT,g1.nyt.com:443
9340,TCP_TUNNEL,200,54.204.212.94,3755,CONNECT,pnytimes.chartbeat.net:443
7378,TCP_TUNNEL,200,142.250.191.161,14182,CONNECT,tpc.googlesyndication.com:443
8276,TCP_TUNNEL,200,142.250.190.97,17765,CONNECT,lh3.googleusercontent.com:443
9288,TCP_TUNNEL,200,104.17.25.14,27113,CONNECT,cdnjs.cloudflare.com:443
7289,TCP_TUNNEL,200,172.67.71.156,6921,CONNECT,iteratehq.com:443
9277,TCP_TUNNEL,200,151.101.145.164,68147,CONNECT,mwcm.nyt.com:443
9521,TCP_TUNNEL,200,151.101.145.164,3114861,CONNECT,mwcm.nyt.com:443
9588,TCP_TUNNEL,200,52.3.42.214,7080,CONNECT,a.et.nytimes.com:443
6138,TCP_TUNNEL,200,34.98.64.218,1549,CONNECT,u.openx.net:443
1064,TCP_TUNNEL,200,3.85.58.17,561,CONNECT,ping.chartbeat.net:443
9498,TCP_TUNNEL,200,172.217.4.45,155324,CONNECT,accounts.google.com:443
9772,TCP_TUNNEL,200,151.101.145.164,5472086,CONNECT,vp.nyt.com:443
7651,TCP_TUNNEL,200,142.250.191.194,13393,CONNECT,pagead2.googlesyndication.com:443
9565,TCP_TUNNEL,200,142.250.191.134,6950,CONNECT,5290727.fls.doubleclick.net:443
7110,TCP_TUNNEL,200,172.217.0.164,2940,CONNECT,www.google.com:443
9419,TCP_TUNNEL,200,172.217.4.34,2140,CONNECT,securepubads.g.doubleclick.net:443
9498,TCP_TUNNEL,200,151.101.145.164,10871,CONNECT,mwcm.nytimes.com:443
873,TCP_TUNNEL,200,35.186.194.58,1167,CONNECT,rs.fullstory.com:443
7783,TCP_TUNNEL,200,142.250.191.99,29875,CONNECT,fonts.gstatic.com:443
6132,TCP_TUNNEL,200,52.223.22.214,7235,CONNECT,eb2.3lift.com:443
537,TCP_TUNNEL,200,172.253.63.94,2391,CONNECT,beacons.gcp.gvt2.com:443
5941,TCP_TUNNEL,200,35.210.239.72,5584,CONNECT,u.ipw.metadsp.co.uk:443
6133,TCP_TUNNEL,200,74.119.119.150,720,CONNECT,dis.criteo.com:443
8078,TCP_TUNNEL,200,142.250.191.194,17143,CONNECT,pagead2.googlesyndication.com:443
9173,TCP_TUNNEL,200,172.217.5.2,1925,CONNECT,adservice.google.com:443
7628,TCP_TUNNEL,200,108.156.184.109,1155,CONNECT,sb.scorecardresearch.com:443
7640,TCP_TUNNEL,200,104.26.7.229,274235,CONNECT,platform.iteratehq.com:443
5871,TCP_TUNNEL,200,34.87.124.238,5169,CONNECT,e2c8.gcp.gvt2.com:443
10040,TCP_TUNNEL,200,142.250.191.100,414,CONNECT,www.google.com:443
97609,TCP_TUNNEL,200,199.127.194.108,8472,CONNECT,a6709203f34992a5095d2bc7ceaf2ec504f651a8.cws.conviva.com:443
97987,TCP_TUNNEL,200,20.40.202.2,6892,CONNECT,collector.brandmetrics.com:443
10045,TCP_TUNNEL,200,142.250.191.100,414,CONNECT,www.google.com:443
123837,TCP_TUNNEL,200,54.201.162.241,6090,CONNECT,console.us-west-1.cdp.cloudera.com:443
157600,TCP_TUNNEL,200,52.41.135.140,1953,CONNECT,console.us-west-1.cdp.cloudera.com:443
157792,TCP_TUNNEL,200,52.41.135.140,4037,CONNECT,console.us-west-1.cdp.cloudera.com:443
363841,TCP_TUNNEL,200,44.228.218.242,28852,CONNECT,console.us-west-1.cdp.cloudera.com:443
37670,TCP_TUNNEL,200,199.127.193.108,6432,CONNECT,a6709203f34992a5095d2bc7ceaf2ec504f651a8.cws.conviva.com:443
181052,TCP_TUNNEL,200,52.41.135.140,88106,CONNECT,console.us-west-1.cdp.cloudera.com:443
10041,TCP_TUNNEL,200,142.250.191.100,4490,CONNECT,www.google.com:443
482623,TCP_TUNNEL,200,172.217.0.174,14486,CONNECT,safebrowsing.google.com:443
57624,TCP_TUNNEL,200,199.127.193.108,7454,CONNECT,a6709203f34992a5095d2bc7ceaf2ec504f651a8.cws.conviva.com:443
120197,TCP_TUNNEL,200,173.222.111.174,1030,CONNECT,lightning.warnermediacdn.com:443
240327,TCP_TUNNEL,200,142.250.191.206,1934,CONNECT,www.google-analytics.com:443
240272,TCP_TUNNEL,200,142.250.191.174,2357,CONNECT,play.google.com:443
10046,TCP_TUNNEL,200,142.250.191.100,4491,CONNECT,www.google.com:443
240210,TCP_TUNNEL,200,142.250.80.99,6564,CONNECT,beacons.gvt2.com:443
240114,TCP_TUNNEL,200,108.156.178.19,6786,CONNECT,d1get58iwmjrxx.cloudfront.net:443
242904,TCP_TUNNEL,200,142.250.191.106,3383,CONNECT,optimizationguide-pa.googleapis.com:443
251748,TCP_TUNNEL,200,142.250.191.202,2316,CONNECT,content-autofill.googleapis.com:443
10039,TCP_TUNNEL,200,142.250.191.100,4490,CONNECT,www.google.com:443
10085,TCP_TUNNEL,200,142.250.191.196,4490,CONNECT,www.google.com:443
157836,TCP_TUNNEL,200,199.127.193.108,9500,CONNECT,a6709203f34992a5095d2bc7ceaf2ec504f651a8.cws.conviva.com:443
129939,TCP_TUNNEL,200,184.26.152.48,572,CONNECT,c.go-mpulse.net:443
260529,TCP_TUNNEL,200,54.201.162.241,5087,CONNECT,console.us-west-1.cdp.cloudera.com:443
10039,TCP_TUNNEL,200,142.250.191.196,4489,CONNECT,www.google.com:443
57843,TCP_TUNNEL,200,199.127.194.108,7456,CONNECT,a6709203f34992a5095d2bc7ceaf2ec504f651a8.cws.conviva.com:443
10039,TCP_TUNNEL,200,142.250.191.196,4489,CONNECT,www.google.com:443
240389,TCP_TUNNEL,200,172.217.2.42,17031,CONNECT,addons-pa.clients6.google.com:443
4,TAG_NONE,503,-,0,CONNECT,farm.plista.com:443
2,TAG_NONE,503,-,0,CONNECT,ib.beintoo.com:443
179604,TAG_NONE,503,-,0,CONNECT,cs.emxdgt.com:443
179229,TAG_NONE,503,-,0,CONNECT,cs.emxdgt.com:443